DATE,TIME,BOROUGH,ZIP CODE,latitude,longitude,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/03/2018,9:15,BROOKLYN,11236,40.63038,-73.90379,"(40.63038, -73.90379)",AVENUE M                        ,EAST 83 STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3893613,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2018,22:40,BROOKLYN,11210,40.63009,-73.934875,"(40.63009, -73.934875)",AVENUE I                        ,EAST 43 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3924705,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/07/2018,16:30,BROOKLYN,11219,40.629974,-74.00813,"(40.629974, -74.00813)",10 AVENUE,65 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3920286,Sedan,Sedan,Tractor Truck Diesel,,
06/19/2018,7:30,BROOKLYN,11236,40.629707,-73.90486,"(40.629707, -73.90486)",EAST 80 STREET,PAERDEGAT 10 STREET,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3926884,Bus,Sedan,,,
06/20/2018,15:00,,,40.629494,-74.158,"(40.629494, -74.158)",UNION AVENUE                    ,CONFEDERATION PLACE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3925672,Sedan,Sedan,,,
05/27/2018,16:45,,,40.62939,-74.11948,"(40.62939, -74.11948)",ELIZABETH STREET                ,,,2,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,3908604,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
05/05/2018,11:10,,,40.629166,-74.01984,"(40.629166, -74.01984)",6 AVENUE,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3894449,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/24/2018,7:05,BROOKLYN,11236,40.62896,-73.89721,"(40.62896, -73.89721)",EAST 87 STREET,SEAVIEW AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3907310,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/10/2018,13:00,BROOKLYN,11230,40.62893,-73.971375,"(40.62893, -73.971375)",OCEAN PARKWAY                   ,AVENUE H,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3918606,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/02/2018,9:50,BROOKLYN,11204,40.628876,-73.98043,"(40.628876, -73.98043)",18 AVENUE,48 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3892641,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/14/2018,0:00,,,40.628586,-73.92113,"(40.628586, -73.92113)",AVENUE J                        ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3923634,Sedan,Sedan,Sedan,,
06/03/2018,15:55,BROOKLYN,11234,40.628166,-73.92787,"(40.628166, -73.92787)",AVENUE J                        ,UTICA AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3914356,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/06/2018,5:55,BROOKLYN,11236,40.628025,-73.89867,"(40.628025, -73.89867)",SEAVIEW AVENUE                  ,EAST 85 STREET,,4,0,0,0,0,0,4,0,Unsafe Speed,Unspecified,,,,3895434,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/17/2018,21:00,BROOKLYN,11209,40.628014,-74.03996,"(40.628014, -74.03996)",SHORE ROAD                      ,83 STREET,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,3903579,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/17/2018,9:37,BROOKLYN,11234,40.628002,-73.918175,"(40.628002, -73.918175)",RALPH AVENUE                    ,EAST 72 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Turning Improperly,Following Too Closely,,,3906363,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
05/08/2018,15:30,BROOKLYN,11209,40.62792,-74.02627,"(40.62792, -74.02627)",79 STREET,4 AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3897432,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
05/05/2018,17:00,BROOKLYN,11228,40.627728,-74.01358,"(40.627728, -74.01358)",71 STREET,FORT HAMILTON PARKWAY,,2,0,1,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3895193,PASSENGER VEHICLE,,,,
06/05/2018,18:30,,,40.627724,-73.94228,"(40.627724, -73.94228)",FLATBUSH AVENUE                 ,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,3915828,Sedan,Sedan,Sedan,,
05/31/2018,17:29,BROOKLYN,11210,40.627632,-73.93652,"(40.627632, -73.93652)",AVENUE J                        ,ALBANY AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,,,,,3912405,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/07/2018,8:20,BROOKLYN,11230,40.627155,-73.96563,"(40.627155, -73.96563)",CONEY ISLAND AVENUE             ,AVENUE I,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3916211,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/18/2018,16:45,,,40.62715,-74.16544,"(40.62715, -74.16544)",FOREST AVENUE                   ,GRANDVIEW AVENUE,,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,3924122,Station Wagon/Sport Utility Vehicle,,,,
06/20/2018,9:40,,,40.626713,-73.891655,"(40.626713, -73.891655)",BELT PARKWAY                    ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3925559,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
06/10/2018,14:05,BROOKLYN,11230,40.626568,-73.970924,"(40.626568, -73.970924)",AVENUE I                        ,OCEAN PARKWAY,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3918269,Station Wagon/Sport Utility Vehicle,Taxi,,,
05/31/2018,12:30,BROOKLYN,11210,40.62646,-73.94973,"(40.62646, -73.94973)",AVENUE J                        ,EAST 27 STREET,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3911428,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/26/2018,6:12,BROOKLYN,11210,40.62625,-73.95163,"(40.62625, -73.95163)",AVENUE J                        ,BEDFORD AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3929060,Sedan,Sedan,,,
05/17/2018,18:00,BROOKLYN,11230,40.625973,-73.97624,"(40.625973, -73.97624)",MC DONALD AVENUE                ,AVENUE I,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,3903557,Sedan,Sedan,,,
05/29/2018,10:15,,,40.624958,-74.145775,"(40.624958, -74.145775)",WILLOW ROAD EAST                ,FOREST AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3910037,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/18/2018,14:55,,,40.624958,-74.145775,"(40.624958, -74.145775)",FOREST AVENUE                   ,RICHMOND AVENUE,,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,3923977,Sedan,,,,
06/11/2018,15:20,BROOKLYN,11234,40.62444,-73.9304,"(40.62444, -73.9304)",FLATLANDS AVENUE                ,SCHENECTADY AVENUE,,5,0,0,0,0,0,5,0,Turning Improperly,Unspecified,,,,3923891,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/09/2018,21:35,,,40.624256,-74.02006,"(40.624256, -74.02006)",7 AVENUE,79 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3919994,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2018,0:15,BROOKLYN,11230,40.62418,-73.97048,"(40.62418, -73.97048)",AVENUE J                        ,OCEAN PARKWAY,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3918312,Sedan,Sedan,,,
05/19/2018,9:03,BROOKLYN,11230,40.623962,-73.97245,"(40.623962, -73.97245)",BAY PARKWAY                     ,AVENUE J,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3904071,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/09/2018,21:45,STATEN ISLAND,10304,40.62388,-74.08189,"(40.62388, -74.08189)",,,225       BROAD STREET,2,0,0,0,2,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3897741,Sedan,Bike,,,
06/16/2018,9:26,,,40.623104,-73.95809,"(40.623104, -73.95809)",EAST 18 STREET,,,4,0,0,0,0,0,3,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,3922218,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/20/2018,4:55,BROOKLYN,11204,40.622673,-73.98833,"(40.622673, -73.98833)",,,1753      60 STREET,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,3904901,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/12/2018,5:30,BROOKLYN,11210,40.621994,-73.94598,"(40.621994, -73.94598)",NOSTRAND AVENUE                 ,AVENUE L,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,,3923859,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
06/04/2018,23:50,,,40.62156,-74.16849,"(40.62156, -74.16849)",SOUTH AVENUE                    ,GOETHALS ROAD NORTH,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3914425,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2018,22:59,,,40.621357,-74.02198,"(40.621357, -74.02198)",BROOKLYN QUEENS EXPRESSWAY      ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3928186,Sedan,Sedan,Sedan,Tractor Truck Diesel,
05/14/2018,16:00,,,40.62121,-74.16873,"(40.62121, -74.16873)",STATEN ISLAND EXPRESSWAY        ,SOUTH AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3900825,Motorcycle,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,
05/23/2018,16:20,BROOKLYN,11210,40.621162,-73.95354,"(40.621162, -73.95354)",AVENUE L                        ,EAST 22 STREET,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,3907566,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/10/2018,16:37,STATEN ISLAND,10301,40.62106,-74.08869,"(40.62106, -74.08869)",,,351       HOWARD AVENUE,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3919590,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/25/2018,6:25,,,40.62072,-74.029205,"(40.62072, -74.029205)",4 AVENUE,89 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3929640,Tractor Truck Diesel,Sedan,Sedan,,
05/03/2018,12:55,BROOKLYN,11230,40.620712,-73.95764,"(40.620712, -73.95764)",AVENUE L                        ,EAST 18 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3893903,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/17/2018,17:30,,,40.62055,-74.16919,"(40.62055, -74.16919)",SOUTH AVENUE                    ,FAHY AVENUE,,4,0,0,0,0,0,4,0,Drugs (Illegal),Unspecified,,,,3903822,Sedan,Sedan,,,
05/30/2018,8:35,BROOKLYN,11209,40.620434,-74.024475,"(40.620434, -74.024475)",86 STREET,FORT HAMILTON PARKWAY,,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,,,,3911155,Sedan,Sedan,,,
06/13/2018,2:35,BROOKLYN,11209,40.620323,-74.02723,"(40.620323, -74.02723)",88 STREET,5 AVENUE,,4,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3919646,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/24/2018,8:31,BROOKLYN,11230,40.620296,-73.96142,"(40.620296, -73.96142)",AVENUE L                        ,EAST 14 STREET,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3907089,Motorcycle,,,,
06/10/2018,10:50,BROOKLYN,11230,40.620197,-73.96235,"(40.620197, -73.96235)",AVENUE L                        ,EAST 13 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3918605,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/16/2018,13:52,STATEN ISLAND,10304,40.619907,-74.08591,"(40.619907, -74.08591)",LAUREL AVENUE                   ,VANDUZER STREET,,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,3903244,Station Wagon/Sport Utility Vehicle,,,,
05/31/2018,14:20,BROOKLYN,11234,40.61983,-73.90117,"(40.61983, -73.90117)",,,2242      BERGEN AVENUE,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,,3923643,Sedan,Sedan,Sedan,Sedan,
06/13/2018,13:50,STATEN ISLAND,10301,40.61965,-74.09969,"(40.61965, -74.09969)",VICTORY BOULEVARD               ,HIGHLAND AVENUE,,2,0,0,0,0,0,2,0,Brakes Defective,Unspecified,Unspecified,Unspecified,,3923026,Sedan,Station Wagon/Sport Utility Vehicle,Bus,Sedan,
05/04/2018,14:45,BROOKLYN,11230,40.619522,-73.955215,"(40.619522, -73.955215)",,,1745      OCEAN AVENUE,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3893681,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
06/14/2018,14:00,BROOKLYN,11230,40.619396,-73.969574,"(40.619396, -73.969574)",AVENUE L                        ,OCEAN PARKWAY,,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,,,,3921888,Sedan,Sedan,,,
06/19/2018,7:51,BROOKLYN,11204,40.61938,-73.98289,"(40.61938, -73.98289)",60 STREET,20 AVENUE,,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,3926936,Sedan,,,,
06/26/2018,14:15,BROOKLYN,11204,40.61913,-73.99019,"(40.61913, -73.99019)",65 STREET,18 AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3929563,Sedan,Sedan,,,
05/25/2018,22:17,STATEN ISLAND,10314,40.619007,-74.13148,"(40.619007, -74.13148)",JEWETT AVENUE                   ,CONSTANT AVENUE,,2,0,0,0,0,0,2,0,Unspecified,,,,,3908443,Station Wagon/Sport Utility Vehicle,,,,
05/17/2018,7:40,,,40.618732,-74.17606,"(40.618732, -74.17606)",WEST SHORE EXPRESSWAY           ,,,2,0,0,0,0,0,2,0,Reaction to Other Uninvolved Vehicle,Reaction to Other Uninvolved Vehicle,Reaction to Other Uninvolved Vehicle,,,3903736,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
06/13/2018,19:30,BROOKLYN,11234,40.61866,-73.93144,"(40.61866, -73.93144)",,,4518      AVENUE N,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3926690,Sedan,Sedan,,,
06/11/2018,17:13,BROOKLYN,11234,40.618652,-73.9317,"(40.618652, -73.9317)",AVENUE N                        ,EAST 45 STREET,,2,0,0,0,0,0,2,0,Unspecified,,,,,3919844,PASSENGER VEHICLE,,,,
06/21/2018,17:23,BROOKLYN,11234,40.618652,-73.9317,"(40.618652, -73.9317)",AVENUE N                        ,EAST 45 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3926696,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/18/2018,21:18,STATEN ISLAND,10304,40.617294,-74.08048,"(40.617294, -74.08048)",OSGOOD AVENUE                   ,PARK HILL AVENUE,,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3929888,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/06/2018,23:00,BROOKLYN,11234,40.617203,-73.917015,"(40.617203, -73.917015)",RALPH AVENUE                    ,AVENUE O,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3921632,Sedan,Sedan,,,
06/06/2018,23:00,BROOKLYN,11234,40.617203,-73.917015,"(40.617203, -73.917015)",RALPH AVENUE                    ,AVENUE O,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3923894,Sedan,Sedan,,,
06/19/2018,12:20,BROOKLYN,11234,40.61703,-73.91989,"(40.61703, -73.91989)",AVENUE O                        ,EAST 57 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3926694,Sedan,Sedan,,,
06/05/2018,11:40,BROOKLYN,11230,40.616894,-73.95693,"(40.616894, -73.95693)",,,1382      EAST 18 STREET,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3915185,PASSENGER VEHICLE,,,,
05/06/2018,12:44,BROOKLYN,11234,40.616848,-73.91169,"(40.616848, -73.91169)",AVENUE U                        ,EAST 65 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3895948,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
06/10/2018,15:05,BROOKLYN,11234,40.61661,-73.926636,"(40.61661, -73.926636)",UTICA AVENUE                    ,AVENUE O,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,3926689,Sedan,Sedan,,,
05/10/2018,19:17,BROOKLYN,11204,40.61578,-73.99995,"(40.61578, -73.99995)",BAY RIDGE PARKWAY               ,NEW UTRECHT AVENUE,,2,0,0,0,0,0,2,0,Other Vehicular,Unsafe Speed,Unspecified,,,3898261,Convertible,Sedan,Sedan,,
05/03/2018,18:24,BROOKLYN,11230,40.61572,-73.958664,"(40.61572, -73.958664)",AVENUE N                        ,EAST 16 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3893928,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
06/07/2018,19:04,,,40.615475,-74.16505,"(40.615475, -74.16505)",,,149       ROMAN AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3916625,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
05/08/2018,14:35,STATEN ISLAND,10301,40.615185,-74.10258,"(40.615185, -74.10258)",CLOVE ROAD                      ,GENESEE STREET,,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,Unspecified,,,,3896702,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2018,16:55,STATEN ISLAND,10301,40.615185,-74.10258,"(40.615185, -74.10258)",CLOVE ROAD                      ,DUDLEY AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3900550,Pick-up Truck,Sedan,,,
06/06/2018,2:50,,,40.61483,-73.99838,"(40.61483, -73.99838)",BAY RIDGE PARKWAY               ,,,2,0,0,0,0,0,2,0,Fell Asleep,Unspecified,Unspecified,,,3915613,Sedan,Sedan,Sedan,,
05/16/2018,20:48,BROOKLYN,11230,40.61462,-73.968666,"(40.61462, -73.968666)",OCEAN PARKWAY                   ,AVENUE N,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3902264,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/15/2018,12:40,,,40.61439,-74.15767,"(40.61439, -74.15767)",RICHMOND AVENUE                 ,LAMBERTS LANE,,7,0,0,0,0,0,7,0,Driver Inattention/Distraction,Unspecified,,,,3901919,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/22/2018,20:58,STATEN ISLAND,10304,40.614025,-74.08479,"(40.614025, -74.08479)",TARGEE STREET                   ,SOBEL COURT,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,3906957,Sedan,Sedan,Sedan,,
05/31/2018,19:40,BROOKLYN,11234,40.613117,-73.925255,"(40.613117, -73.925255)",AVENUE S                        ,EAST 51 STREET,,6,0,0,0,0,0,6,0,Failure to Yield Right-of-Way,Unspecified,,,,3912408,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/01/2018,14:45,STATEN ISLAND,10301,40.612568,-74.10345,"(40.612568, -74.10345)",ONTARIO AVENUE                  ,OSWEGO STREET,,5,0,0,0,0,0,5,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3892283,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2018,13:00,BROOKLYN,11234,40.612537,-73.925606,"(40.612537, -73.925606)",,,2366      FLATBUSH AVENUE,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,3926948,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/17/2018,16:50,BROOKLYN,11229,40.611786,-73.94601,"(40.611786, -73.94601)",AVENUE P                        ,EAST 28 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3922868,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/24/2018,18:30,BROOKLYN,11234,40.61146,-73.92437,"(40.61146, -73.92437)",FLATBUSH AVENUE                 ,AVENUE T,,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,,,,3908185,Sedan,Sedan,,,
05/25/2018,17:35,,,40.61132,-74.114716,"(40.61132, -74.114716)",,,,4,0,0,0,0,0,4,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,3910484,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
05/15/2018,17:40,BROOKLYN,11234,40.61115,-73.929184,"(40.61115, -73.929184)",AVENUE S                        ,RYDER STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3919960,PICK-UP TRUCK,PASSENGER VEHICLE,,,
05/22/2018,14:50,STATEN ISLAND,10301,40.61087,-74.10041,"(40.61087, -74.10041)",LITTLE CLOVE ROAD               ,CAYUGA AVENUE,,3,0,0,0,0,0,3,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3908923,Sedan,Sedan,,,
05/30/2018,12:12,BROOKLYN,11234,40.61086,-73.91282,"(40.61086, -73.91282)",,,2203      EAST 59 PLACE,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Driver Inexperience,,,,3911540,Sedan,Sedan,,,
06/11/2018,16:00,BROOKLYN,11204,40.61063,-73.98019,"(40.61063, -73.98019)",WEST 6 STREET,AVENUE O,,2,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,3919213,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/22/2018,19:04,BROOKLYN,11223,40.609985,-73.96239,"(40.609985, -73.96239)",AVENUE P                        ,CONEY ISLAND AVENUE,,2,0,0,0,0,0,2,0,Brakes Defective,Unspecified,Unspecified,Unspecified,,3906631,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
06/14/2018,8:40,,,40.609867,-73.74515,"(40.609867, -73.74515)",VIRGINIA STREET                 ,CENTRAL AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3921360,Sedan,Sedan,,,
05/18/2018,10:12,QUEENS,11691,40.60968,-73.75368,"(40.60968, -73.75368)",,,14-60     BEACH CHANNEL DRIVE,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,3904781,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/23/2018,23:29,BROOKLYN,11234,40.60952,-73.92736,"(40.60952, -73.92736)",AVENUE T                        ,RYDER STREET,,5,0,0,0,0,0,5,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,,3907025,Sedan,Sedan,Sedan,Sedan,
05/05/2018,18:04,BROOKLYN,11204,40.609512,-73.98957,"(40.609512, -73.98957)",BAY RIDGE PARKWAY               ,21 AVENUE,,5,0,0,0,0,0,5,0,Passing or Lane Usage Improper,Unspecified,,,,3894372,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/09/2018,10:00,,,40.608852,-74.15334,"(40.608852, -74.15334)",,,2800      VICTORY BOULEVARD,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3897594,PICK-UP TRUCK,PASSENGER VEHICLE,,,
06/16/2018,23:20,,,40.608776,-74.09113,"(40.608776, -74.09113)",CLOVE ROAD                      ,RICHMOND ROAD,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3922667,Station Wagon/Sport Utility Vehicle,Convertible,,,
05/03/2018,16:34,,,40.608757,-74.038086,"(40.608757, -74.038086)",VERRAZANO BRIDGE UPPER          ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3895881,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/03/2018,6:24,,,40.608757,-74.038086,"(40.608757, -74.038086)",VERRAZANO BRIDGE UPPER          ,,,3,0,0,0,0,0,3,0,Tire Failure/Inadequate,Unspecified,,,,3894184,SPORT UTILITY / STATION WAGON,VN,,,
05/05/2018,11:06,,,40.608757,-74.038086,"(40.608757, -74.038086)",VERRAZANO BRIDGE UPPER          ,,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,,,3895135,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/13/2018,11:22,,,40.608757,-74.038086,"(40.608757, -74.038086)",VERRAZANO BRIDGE UPPER          ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3900326,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/19/2018,18:40,,,40.608757,-74.038086,"(40.608757, -74.038086)",VERRAZANO BRIDGE UPPER          ,,,5,0,0,0,0,0,5,0,Reaction to Other Uninvolved Vehicle,Reaction to Other Uninvolved Vehicle,,,,3905188,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/26/2018,11:09,,,40.608757,-74.038086,"(40.608757, -74.038086)",VERRAZANO BRIDGE UPPER          ,,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Unspecified,,,3909263,Sedan,Sedan,Sedan,,
